node	score
CLIC1	0.00017250709163778638
H2BW1	0.00017208306936065143
PADI4	0.0001719613777988036
H2BW2	0.00017188375889261724
UBA6	0.00017170073149427875
RHCE	0.0001715376429279897
WBP2	0.00017143008206396598
CPB2	0.00017099205147727114
ST13	0.0001709846855623925
CSRP1	0.00017098061482826877
CA3	0.00017087599993781432
MYCBP	0.00017033273429308113
PLGRKT	0.0001703052606409785
CPB1	0.00016906544882715313
MAN2B2	0.00016885518346109265
AGBL2	0.00016882781097271582
PTPRZ1	0.0001682068241914924
PADI2	0.00016734169755281835
GPT	0.0001672761608848126
PIP4K2C	0.0001670569406560988
TNS1	0.00016660659075429032
PMP2	0.00016573429512116726
ENOSF1	0.0001656495093918839
CLEC3B	0.00016468901653610707
GPC6	0.00016461940459808254
TULP1	0.00016442684640453006
ZFAT	0.00016348566196121224
IVNS1ABP	0.00016346025996596936
GNE	0.00016326356305662682
IL1B	0.0001625886613104009
SP8	0.0001622841976590574
FHL1	0.00016194728346532314
PURB	0.00016139776176282085
PTP4A2	0.00016123991442745238
EDARADD	0.00016110688681811986
RBKS	0.0001506363033867844
GMPS	0.00014740091325870255
ESR1	0.00014454556967670836
GYS2	0.00014383438716771577
PRKACA	0.0001434412150340586
CALM3	0.00014235248748430745
UBA52	0.00014201295521153027
GALE	0.00014164187605674735
AMY1B	0.00013890941773447773
BCKDHB	0.00013356900243412391
AMY1C	0.00013026368068451188
ADSL	0.00012786871746850925
PPARA	0.0001273080828673328
GALK1	0.00012703508492922742
OTC	0.0001268698961780309
BCKDHA	0.0001242357378686474
MAPK3	0.00012290181316742434
ACADM	0.00012143722854471954
CALML5	0.00012103174090070487
EP300	0.00012049730084592079
PGM2L1	0.00011987202608805699
CALML3	0.00011882809156200045
GPX8	0.00011813389124637717
AGXT	0.00011788825686357977
GPX7	0.0001174755884547215
GPX2	0.0001173823247963825
CLPP	0.00011602877401137392
CALML4	0.00011359838020182866
RPS11	0.00011338475130396836
ACOX1	0.00011307080223015946
CALML6	0.00011244777284140577
GPX6	0.00011224412205962867
ALDH9A1	0.00011135388856311484
GPX3	0.00011086523842205567
PRKACB	0.0001105463936910442
IL2	0.00010828774524604848
MRPL3	0.00010686680112246049
CDH1	0.00010682652150082181
COX4I1	0.0001066601047809264
GPT2	0.0001061974399766964
PRKACG	0.00010611329002094195
GPX5	0.00010598994977693099
ATIC	0.00010565727433198385
ALDH2	0.00010509542049238468
TXNRD2	0.00010421871602676262
GOT1L1	0.00010374582459875734
OGDHL	0.00010372961406909816
DBT	0.00010368999846251119
SUCLG2	0.00010363335143879896
NADK	0.00010356299824074391
GLDC	0.00010297958291383926
MRPS7	0.00010266113817870834
ERBB2	0.00010229552512787754
CANX	0.0001020917231428918
HMGCR	0.00010025738963849878
MDM2	0.00010017301298238464
CD36	9.992112104149475e-05
IFNG	9.957940294459561e-05
POLR2B	9.850397946404759e-05
UQCRFS1	9.79748843205847e-05
MTHFD2	9.772836129853949e-05
GCG	9.75812797659708e-05
FOXO1	9.712186333901513e-05
UGDH	9.65932490609635e-05
PPAT	9.647929380717574e-05
LRRK2	9.594863147946548e-05
EGF	9.458803085336203e-05
RPL3L	9.43277300435557e-05
HADHA	9.428137341848228e-05
IRS1	9.389468921020339e-05
ALDH3A2	9.349358715671493e-05
SCARB1	9.323111024445445e-05
CD8A	9.30246857615742e-05
HADH	9.292817988942085e-05
ALDH7A1	9.276041015429013e-05
ADIPOQ	9.269828904698845e-05
NDUFV1	9.237516704500548e-05
BRCA1	9.167419786954614e-05
OAT	9.13539911317572e-05
SNCA	9.131694733970221e-05
LEP	9.127866741504738e-05
